"Hello! This is the working master, without EPIC.",,,,,,,,,,,,,,
Anything broken will say so in the leftmost column. These likely need to be fixed manually.,,,,,,,,,,,,,,
"I can get a script set up to automatically pull tracts, but I'm not sure about blocks. I didn't look into this much when I made the master.",,,,,,,,,,,,,,
"The same lookup for the tract is the same lookup for the api pull, though, so it might be likely.",,,,,,,,,,,,,,
Oldest tree:,196,,,,,,,,,,,,,
Biggest tree:,192,"<- Though, one is just ""VERY BIG""...",,,,,,,,,,there are some values in L,,
5902,N,GLENWOOD,,,140,SILVER MAPLE,44.6,3.0,134,NET,,,,
5858,N,GLENWOOD,,,60,NORWAY MAPLE,19.1,4.5,86,NET,HAS TRETMENT TAG,,,
5866,N,GLENWOOD,,,63,HONEY LOCUST,20.1,3.0,60,NET,,,,
5860,N,GLENWOOD,,,61,NORWAY 0R RED MAPLE,19.4,4.5,87,NET,?,,,
5854,N,GLENWOOD,,,65,HONEY LOCUST,20.7,3.0,62,NET,,,,
BROKEN! NEEDS FIXING: 5748,N,GLENWOOD,,,68,HACKBERRY,21.7,,0,NET,?,,,
5838,N,GLENWOOD,,,61,CATALPA,19.4,2.0,39,NET,,,,
5814,N,GLENWOOD,,,93,HONEY LOCUST,29.6,3.0,89,NET,,,,
1411,W,ARDMORE,,,89,HONEY LOCUST,28.3,3.0,85,NET,,,,
5830,N,ELMDALE,,,79,SILVER MAPLE,25.2,3.0,76,NET,,,,
1421,W,ARDMORE,,,82,HONEY LOCUST,26.1,3.0,78,NET,,,,
1429,W,ARDMORE,,,105,LINDEN,33.4,3.0,100,NET,?,,,
1458,W,ARDMORE,,,65,ELM,20.7,4.0,83,NET,JUST EAST OF RIGE,,,
1435,W,ARDMORE,,,71,SILVER MAPLE,22.6,3.0,68,NET,,,,
1426,W,ARDMORE,,,107,SILVER MAPLE,34.1,3.0,102,NET,,,,
1422,W,ARDMORE,,,88,SILVER MAPLE,28,3.0,84,NET,,,,END NET
6028,N,HERMITAGE,303,2012,62,HONEY LOCUST,19.7,3.0,59,NEW,,,,BEGIN NEW
6032,N,HERMITAGE,303,2012,64,HONEY LOCUST,20.4,3.0,61,NEW,,,,
6034,N,HERMITAGE,303,2012,71,HONEY LOCUST,22.6,3.0,68,NEW,,,,
6036,N,HERMITAGE,303,2012,71,HONEY LOCUST,22.6,3.0,64,NEW,,,,
6038,N,HERMITAGE,303,2012,71,HONEY LOCUST,22.6,3.0,68,NEW,,,,
6058,N,HERMITAGE,303,2010,87,HONEY LOCUST,27.7,3.0,83,NEW,,,,
6064,N,HERMITAGE,303,2010,72,MAPLE,22.9,4.5,103,NEW,,,,
6074,N,HERMITAGE,303,2010,133,SILVER MAPLE,42.4,3.0,127,NEW,,,,
6074,N,HERMITAGE,303,2010,151,SILVER MAPLE,48.1,3.0,144,NEW,,,,
6116,N,HERMITAGE,303,2010,64,BLACK MAPLE,20.4,5.0,102,NEW,,,,
6126,N,HERMITAGE,303,2010,133,HONEY LOCUST,42.4,3.0,127,NEW,,,,
6154,N,HERMITAGE,303,2003,60,HONEY LOCUST,19.1,3.0,57,NEW,,,,
6145,N,HERMITAGE,303,2002,70,HONEY LOCUST,22.3,3.0,67,NEW,,,,
6143,N,HERMITAGE,303,2002,68,HONEY LOCUST,21.7,3.0,65,NEW,,,,
6141,N,HERMITAGE,303,2002,73,HONEY LOCUST,23.2,3.0,70,NEW,,,,
6119,N,HERMITAGE,303,2009,151,SILVER MAPLE,48.1,3.0,141,NEW,,,,
6111,N,HERMITAGE,303,2009,75,HONEY LOCUST,23.9,3.0,72,NEW,,,,
6105,N,HERMITAGE,303,2009,70,SILVER MAPLE,22.3,3.0,67,NEW,,,,
6069,N,HERMITAGE,303,2008,63,HONEY LOCUST,20.1,3.0,60,NEW,,,,
6067,N,HERMITAGE,303,2008,75,HONEY LOCUST,23.9,3.0,72,NEW,,,,
6065,N,HERMITAGE,303,2008,70,HONEY LOCUST,22.3,3.0,67,NEW,,,,
6061,N,HERMITAGE,303,2008,80,HONEY LOCUST,25.5,3.0,76,NEW,,,,
6055,N,HERMITAGE,303,2008,69,HONEY LOCUST,22,3.0,66,NEW,,,,
6043,N,HERMITAGE,303,2008,79,HONEY LOCUST,25.2,3.0,75,NEW,,,,
6027,N,HERMITAGE,303,2014,89,SYCAMORE,28.3,4.0,113,NEW,,,,
6025,N,HERMITAGE,303,2014,124,SYCAMORE,39.5,4.0,158,NEW,,,,
6079,N,RIDGE,303,2012,75,SYCAMORE,23.9,4.0,96,NEW,,,,END NEW
5707,N,WINTHROP,,,86,HONEY LOCUST,27.4,3.0,82,TAHBS,,,,BEGIN TAHBS
5709,N,WINTHROP,,,86,HONEY LOCUST,27.4,3.0,82,TAHBS,,,,
5726,N,WINTHROP,,,70,ENGLISH ELM,22.3,4.0,89,TAHBS,,,,
5727,N,WINTHROP,,,60,LINDEN,19.1,3.0,57,TAHBS,,,,
5727,N,WINTHROP,,,61,LINDEN,19.4,3.0,58,TAHBS,,,,
5730,N,WINTHROP,,,65,ENGLISH ELM,20.7,4.0,83,TAHBS,,,,
5739,N,WINTHROP,,,70,WHITE ASH,22.3,5.0,112,TAHBS,,,,
5758,N,WINTHROP,,,73,LINDEN,23.2,3.0,70,TAHBS,,,,
5800,N,WINTHROP,,,106,AMERICAN ELM,33.8,4.0,135,TAHBS,,,,
5812,N,WINTHROP,,,61,WHITE ASH,19.4,5.0,97,TAHBS,,,,
5818,N,WINTHROP,,,72,AMERICAN ELM,22.9,4.0,92,TAHBS,,,,
5922,N,WINTHROP,,,63,GREEN ASH,20.1,4.0,80,TAHBS,,,,
5703,N,KENMORE,,,82,HACKENBERRY,26.1,2.0,52,TAHBS,,,,
5725,N,KENMORE,,,89,HACKENBERRY,28.3,2.0,57,TAHBS,,,,
5736,N,KENMORE,,,94,HACKENBERRY,29.9,2.0,60,TAHBS,,,,
5746,N,KENMORE,,,97,HACKENBERRY,30.9,2.0,62,TAHBS,,,,
5750,N,KENMORE,,,63,HONEY LOCUST,20.1,3.0,60,TAHBS,,,,
5750,N,KENMORE,,,75,HONEY LOCUST,23.9,3.0,72,TAHBS,,,,
5751,N,KENMORE,,,95,HACKENBERRY,30.3,2.0,61,TAHBS,,,,
5757,N,KENMORE,,,70,HACKENBERRY,22.3,2.0,45,TAHBS,,,,
BROKEN! NEEDS FIXING: 5818,N,KENMORE,,,82,NORTHERN CATALPA,26.1,,0,TAHBS,,,,
5820,N,KENMORE,,,67,LINDEN,21.3,3.0,64,TAHBS,,,,
5828,N,KENMORE,,,62,SILVER MAPLE,19.7,3.0,59,TAHBS,,,,
5829,N,KENMORE,,,65,LINDEN,20.7,3.0,62,TAHBS,,,,
5909,N,KENMORE,,,60,ASH,19.1,5.0,96,TAHBS,,,,
5910,N,KENMORE,,,62,HONEST LOCUST,19.7,3.0,59,TAHBS,,,,
5920,N,KENMORE,,,80,HONEY LOCUST,25.5,3.0,77,TAHBS,,,,
1019,W,ARDMORE,,,109,ASH,34.7,5.0,174,TAHBS,SPECIES?,,,
1020,W,ARDMORE,,,73,ASH,23.2,5.0,116,TAHBS,,,,
1020,W,ARDMORE,,,75,ASH,23.9,5.0,120,TAHBS,,,,
1045,W,ARDMORE,,,69,LINDEN,22,3.0,66,TAHBS,,,,
1050,W,ARDMORE,,,61,SILVER MAPLE,19.4,3.0,58,TAHBS,,,,
1002,W,THORNDALE,,,60,LINDEN,19.1,3.0,57,TAHBS,,,,
1017,W,THORNDALE,,,121,SIBERIAN ELM,38.5,2.0,77,TAHBS,,,,
1019,W,THORNDALE,,,120,SIBERIAN ELM,38.2,2.0,76,TAHBS,,,,
1025,W,THORNDALE,,,62,LINDEN,19.7,3.0,59,TAHBS,,,,END TAHBS
,,,,,78,SIBERIAN ELM,24.8,2.0,50,WANT,41°58'46.9N 87°40'28.9W,,,BEGIN WANT
5239,N,ASHLAND,,,45,BLACK LOCUST,14.3,3.5,50,WANT,EAST PARKWAY,,,
5547,N,ASHLAND,,,52.5,BASSWOOD,16.7,3.0,50,WANT,MELLIN PLAYLOT PARK,,,
1610,W,BERWYN,,,52.5,HONEY LOCUST,16.7,3.0,50,WANT,NORTH PARKWAY,,,
1743,W,BRYN MAWR,,,52.5,HONEY LOCUST,16.7,3.0,50,WANT,SOUTH PARKWAY NEAR ALLEY,,,
5404,N,PAULINA,,,35,NORWAY MAPLE,11.1,4.5,50,WANT,WEST PARKWAY,,,
5501,N,PAULINA,,,52.5,HONEY LOCUST,16.7,3.0,50,WANT,EAST PARKWAY-MIDDLE TREE,,,
1650,W,RASCHER,,,52.5,HONEY LOCUST,16.7,3.0,50,WANT,NORTH PARKWAY,,,
5313,N,RAVENSWOOD,,,46,LOCUST,14.6,3.5,51,WANT,EAST PARKWAY-1-S,,,
1735,W,BRYN MAWR,,,54,HONEY LOCUST,17.2,3.0,52,WANT,SOUTH PARKWAY E PROPERTY EDGE,,,
5238,N,CLARK,,,40.5,AMERICAN ELM,12.9,4.0,52,WANT,WEST PARKWAY,,,
1656,W,FOSTER,,,40.5,GREEN ASH,12.9,4.0,52,WANT,NORTH PARKWAY LUTHERAN CHURCH MAINAIRS -1W,,,
5453,N,PAULINA,,,81.5,CATALPA,26,2.0,52,WANT,EAST PARKWAY,,,
5547,N,RAVENSWOOD,,,41,AMERICAN OR SLIPPERY ELM,13.1,4.0,52,WANT,ON BRYN MAWR SOUTH PARKWAY; LARGE INDUSTRIAL BLDG,,,
5225,N,ASHLAND,,,55,HONEY LOCUST,17.5,3.0,53,WANT,EAST PARKWAY,,,
5301,N,RAVENSWOOD,,,55.3,HONEY LOCUST,17.6,3.0,53,WANT,ON BERWYN NORTH PARKWAY,,,
5345,N,ASHLAND,,,55.5,LINDEN,17.7,3.0,53,WANT,EAST PARKWAY,,,
1643,W,BERWN,,,33.5,WHITE ASH,10.7,5.0,54,WANT,SOUTH PARKWAY,,,
1722,W,GREGORY,,,56,CRABAPPLE,17.8,3.0,53,WANT,NORTH PARKWAY 1 W,,,
1650,W,RASCHER,,,56,HONEY LOCUST,17.8,3.0,53,WANT,ON PAULINA EAST PARKWAY NEAR CORNER,,,
1750,W,SUMMERDALE,,,56,HONEY LOCUST,17.8,3.0,53,WANT,NORTH PARKWAY-1W MIDDLE,,,
,,,,,84,SIBERIAN ELM,26.8,2.0,54,WANT,41°58'41.1N 87°40'28.4W,,,
5256,N,PAULINA,,,42.5,GREEN ASH,13.5,4.0,54,WANT,ON BERWYN SOUTH PARKWAY-1E,,,
1509,W,SUMMERDALE,,,85,HACKBERRY,27.1,2.0,54,WANT,SOUTH PARKWAY @ CORNER,,,
5338,N,ASHLAND,,,57,BASSWOOD,18.2,3.0,55,WANT,WEST PARKWAY,,,
5254,N,ASHLAND,,,57.5,BASSWOOD,18.3,3.0,55,WANT,ON BERWYN NORTH PARKWAY,,,
5313,N,RAVENSWOOD,,,49.5,LOCUST,15.8,3.5,55,WANT,EAST PARKWAY-1N,,,
1743,W,BRYN MAWR,,,58,HONEY LOCUST,18.5,3.0,56,WANT,SOUTH PARKWAY 1E,,,
5536,N,PAULINA,,,58,HONEY LOCUST,18.5,3.0,56,WANT,WEST PARKWAY: MULTI TRUNK; USED LARGEST CIRC,,,
1647,W,RASCHER,,,87,CATALPA,27.7,2.0,55,WANT,SOUTH PARKWAY,,,
5353,N,ASHLAND,,,35,BLUE SPRUCE,11.1,5.0,56,WANT,EAST PARKWAY,,,
1729,W,RASCHER,,,58.5,SILVER MAPLE,18.6,3.0,56,WANT,SOUTH PARKWAY; MULTI-TRUNK. USED LARGEST TRUNK.,,,
5301,N,RAVENSWOOD,,,58.5,HONEY LOCUST,18.6,3.0,56,WANT,ON BERWYN NORTH PARKWAY,,,
5416,N,ASHLAND,,,39.3,NORWAY MAPLE,12.5,4.5,56,WANT,WEST PARKWAY,,,
5406,N,ASHLAND,,,59,HONEY LOCUST,18.8,3.0,56,WANT,WEST PARKWAY,,,
1700,W,CATALPA,,,59,HONEY LOCUST,18.8,3.0,56,WANT,NORTH PARKWAY,,,
1700,W,CATALPA,,,60,HONEY LOCUST,19.1,3.0,57,WANT,NORTH PARKWAY,,,
5348,N,PAULINA,,,40,NORWAY MAPLE,12.7,4.5,57,WANT,WEST PARKWAY,,,
5434,N,PAULINA,,,40,NORWAY MAPLE,12.7,4.5,57,WANT,ON RASCHER NORTH PARKWAY 1 W MIDDLE,,,
1720,W,SUMMERDALE,,,60,SILVER MAPLE,19.1,3.0,57,WANT,NORTH PARKWAY,,,
5335,N,RAVENSWOOD,,,51.5,LOCUST,16.4,3.5,57,WANT,EAST PARKWAY,,,
1739,W,BERWYN,,,45.5,GREEN ASH,14.5,4.0,58,WANT,SOUTH PARKWAY,,,
1720,W,RASCHER,,,91,CATALPA,29,2.0,58,WANT,NORTH PARKWAY,,,
5235,N,RAVENSWOOD,,,45.5,GREEN ASH,14.5,4.0,58,WANT,ON FARRAGUT NORTH PARKWAY-1 W,,,
1733,W,CATALPA,,,61,HONEY LOCUST,19.4,3.0,58,WANT,SOUTH PARKWAY,,,
1703,W,CATALPA,,,61.5,HONEY LOCUST,19.6,3.0,59,WANT,SOUTH PARKWAY NEAR GARAGE DOOR,,,
5210,N,PAULINA,,,41,NORWAY MAPLE,13.1,4.5,59,WANT,WEST PARKWAY,,,
5300,N,PAULINA,,,41,NORWAY MAPLE,13.1,4.5,59,WANT,WEST PARKWAY,,,
5517,N,PAULINA,,,61.5,HONEY LOCUST,19.6,3.0,59,WANT,EAST PARKWAY-1S,,,
1652,W,FOSTER,,,46.5,AMERICAN ELM,14.8,4.0,59,WANT,NORTH PARKWAY LUTHERAN CHURCH @ CENTER COURTYARD,,,
5300,N,PAULINA,,,62.5,HONEY LOCUST,19.9,3.0,60,WANT,ON BERWYN NORTH PARKWAY-1W,,,
1650,W,RASCHER,,,62.5,HONEY LOCUST,19.9,3.0,60,WANT,NORTH PARKWAY,,,
1741,W,GREGORY,,,47,HORSE CHESTNUST/BUCKEYE,15,4.0,60,WANT,SOUTH PARKWAY,,,
1604,W,FARRAGUT,,,42,RED MAPLE,13.4,4.5,60,WANT,NORTH PARKWAY,,,
1728,W,RASCHER,,,42,NORWAY MAPLE,13.4,4.5,60,WANT,NORTH PARKWAY,,,
1753,W,RASCHER,,,95.5,CATALPA,30.4,2.0,61,WANT,ON RAVENSWOOD EAST PARKWAY,,,
1644,W,FARRAGUT,,,42.5,RED MAPLE,13.5,4.5,61,WANT,NORTH PARKWAY,,,
5414,N,PAULINA,,,34.8,RED PINE,11.1,5.5,61,WANT,WEST PARKWAY,,,
5308,N,PAULINA,,,64,LOCUST,20.4,3.0,61,WANT,WEST PARKWAY,,,
5545,N,RAVENSWOOD,,,64,HONEY LOCUST,20.4,3.0,61,WANT,ON GREGORY NORTH PARKWAY BY PARKING LOT 1 E,,,
5418,N,ASHLAND,,,43,NORWAY MAPLE,13.7,4.5,62,WANT,WEST PARKWAY,,,
1727,W,BRYN MAWR,,,64.5,HONEY LOCUST,20.5,3.0,62,WANT,SOUTH PARKWAY,,,
1729,W,BRYN MAWR,,,64.5,HONEY LOCUST,20.5,3.0,62,WANT,SOUTH PARKWAY,,,
1655,W,CATALPA,,,97.5,CATALPA,31.1,2.0,62,WANT,ON PAULINA EAST PARKWAY NEAR CORNER,,,
1704,W,CATALPA,,,65,HONEY LOCUST,20.7,3.0,62,WANT,NORTH PARKWAY,,,
5454,N,PAULINA,,,43.5,NORWAY MAPLE,13.9,4.5,63,WANT,WEST PARKWAY,,,
5319,N,RAVENSWOOD,,,98,CATALPA,31.2,2.0,62,WANT,EAST PARKWAY,,,
5339,N,RAVENSWOOD,,,56,LOCUST,17.8,3.5,62,WANT,EAST PARKWAY,,,
1752,W,CATALPA,,,99,CATALPA,31.5,2.0,63,WANT,NORTH PARKWAY NEAR ALLEY,,,
1706,W,BALMORAL,,,99.5,CATALPA,31.7,2.0,63,WANT,NORTH PARKWAY,,,
1740,W,RASCHER,,,99.5,CATALPA,31.7,2.0,63,WANT,NORTH PARKWAY,,,
1718,W,FARRAGUT,,,66.5,LOCUST,21.2,3.0,64,WANT,NORTH PARKWAY,,,
5337,N,RAVENSWOOD,,,57,LOCUST,18.2,3.5,64,WANT,EAST PARKWAY,,,
5501,N,PAULINA,,,66.8,HONEY LOCUST,21.3,3.0,64,WANT,EAST PARKWAY-1S,,,
1700,W,CATALPA,,,67,HONEY LOCUST,21.3,3.0,64,WANT,NORTH PARKWAY,,,
1622,W,FARRAGUT,,,67,HONEY LOCUST,21.3,3.0,64,WANT,NORTH PARKWAY,,,
5517,N,PAULINA,,,67,HONEY LOCUST,21.3,3.0,64,WANT,EAST PARKWAY-1N,,,
1720,W,BALMORAL,,,40.5,ASH,12.9,5.0,65,WANT,NORTH PARKWAY,,,
5545,N,PAULINA,,,58,BLACK LOCUST,18.5,3.5,65,WANT,EAST PARKWAY,,,
5338,N,ASHLAND,,,68,BASSWOOD,21.7,3.0,65,WANT,WEST PARKWAY,,,
5414,N,ASHLAND,,,68,HONEY LOCUST,21.7,3.0,65,WANT,WEST PARKWAY,,,
5440,N,ASHLAND,,,68,HONEY LOCUST,21.7,3.0,65,WANT,WEST PARKWAY,,,
1726,W,CATALPA,,,68,HONEY LOCUST,21.7,3.0,65,WANT,NORTH PARKWAY,,,
1736,W,CATALPA,,,102,CATALPA,32.5,2.0,65,WANT,NORTH PARKWAY,,,
1622,W,RASCHER,,,68,HONEY LOCUST,21.7,3.0,65,WANT,NORTH PARKWAY,,,
5355,N,RAVENSWOOD,,,102,COTTONWOOD,32.5,2.0,65,WANT,EAST PARKWAY,,,
5532,N,PAULINA,,,68.5,HONEY LOCUST,21.8,3.0,65,WANT,ON GREGORY NORTH PARKWAY @ ALLEY,,,
1723,W,BRYN MAWR,,,46,NORWAY MAPLE,14.6,4.5,66,WANT,SOUTH PARKWAY,,,
5415,N,ASHLAND,,,104,CATALPA,33.1,2.0,66,WANT,EAST PARKWAY,,,
5421,N,ASHLAND,,,69.5,HONEY LOCUST,22.1,3.0,66,WANT,EAST PARKWAY,,,
5207,N,ASHLAND,,,52.5,AMERICAN ELM,16.7,4.0,67,WANT,EAST PARKWAY,,,
5235,N,ASHLAND,,,70,KY COFFEETREE,22.3,3.0,67,WANT,ANDERSONVILLE PLAYLOT PARK,,,
1706,W,BALMORAL,,,42,ASH,13.4,5.0,67,WANT,NORTH PARKWAY,,,
5300,N,PAULINA,,,70,HONEY LOCUST,22.3,3.0,67,WANT,ON BERWYN NORTH PARKWAY-1E,,,
1637,W,SUMMERDALE,,,70,HONEY LOCUST,22.3,3.0,67,WANT,SOUTH PARKWAY,,,
5434,N,ASHLAND,,,47,NORWAY MAPLE,15,4.5,68,WANT,ON RASCHER NORTH PARKWAY,,,
5520,N,PAULINA,,,47,NORWAY MAPLE,15,4.5,68,WANT,ON GREGORY SOUTH PARKWAY 2 W,,,
5520,N,PAULINA,,,47,NORWAY MAPLE,15,4.5,68,WANT,ON GREGORY SOUTH PARKWAY 3 W,,,
5254,N,ASHLAND,,,42.5,WHITE ASH,13.5,5.0,68,WANT,ON BERWYN NORTH PARKWAY,,,
1741,W,CATALPA,,,71,HONEY LOCUST,22.6,3.0,68,WANT,SOUTH PARKWAY,,,
5434,N,PAULINA,,,47.5,NORWAY MAPLE,15.1,4.5,68,WANT,ON RASCHER NORTH PARKWAY 1 W,,,
1740,W,CATALPA,,,53.5,AMERICAN ELM,17,4.0,68,WANT,NORTH PARKWAY,,,
1743,W,BRYN MAWR,,,71.5,HONEY LOCUST,22.8,3.0,68,WANT,SOUTH PARKWAY MIDDLE TREE,,,
1702,W,CATALPA,,,72,HONEY LOCUST,22.9,3.0,69,WANT,NORTH PARKWAY,,,
5312,N,PAULINA,,,48,NORWAY MAPLE,15.3,4.5,69,WANT,WEST PARKWAY,,,
1640,W,RASCHER,,,48,RED MAPLE,15.3,4.5,69,WANT,NORTH PARKWAY,,,
1715,W,RASCHER,,,108,CATALPA,34.4,2.0,69,WANT,SOUTH PARKWAY @ ALLEY CORNER,,,
5545,N,RAVENSWOOD,,,48,NORWAY MAPLE,15.3,4.5,69,WANT,ON GREGORY NORTH PARKWAY BY PARKING LOT 1 W,,,
1731,W,SUMMERDALE,,,72,SILVER MAPLE,22.9,3.0,69,WANT,SOUTH PARKWAY,,,
1700,W,FOSTER,,,48.3,NORWAY MAPLE,15.4,4.5,69,WANT,ON PAULINA WEST PARKWAY NEAR CORNER,,,
5235,N,ASHLAND,,,72.5,KY COFFEETREE,23.1,3.0,69,WANT,ANDERSONVILLE PLAYLOT PARK,,,
1702,W,CATALPA,,,72.5,HONEY LOCUST,23.1,3.0,69,WANT,NORTH PARKWAY,,,
1719,W,GREGORY,,,72.5,LINDEN,23.1,3.0,69,WANT,SOUTH PARKWAY,,,
1710,W,BALMORAL,,,48.5,NORWAY MAPLE,15.4,4.5,69,WANT,NORTH PARKWAY-1E,,,
5520,N,PAULINA,,,48.5,NORWAY MAPLE,15.4,4.5,69,WANT,ON GREGORY SOUTH PARKWAY CORNER,,,
1639,W,SUMMERDALE,,,48.5,RED MAPLE,15.4,4.5,69,WANT,SOUTH PARKWAY,,,
5554,N,PAULINA,,,73,HONEY LOCUST,23.2,3.0,70,WANT,WEST PARKWAY,,,
5219,N,ASHLAND,,,55,AMERICAN ELM,17.5,4.0,70,WANT,EAST PARKWAY,,,
5355,N,ASHLAND,,,49,NORWAY MAPLE,15.6,4.5,70,WANT,EAST PARKWAY,,,
1751,W,CATALPA,,,49,NORWAY MAPLE,15.6,4.5,70,WANT,SOUTH PARKWAY @ CORNER; MULTI-TRUNK:LARGEST USED,,,
5501,N,PAULINA,,,73.5,HONEY LOCUST,23.4,3.0,70,WANT,EAST PARKWAY-1N,,,
1610,W,SUMMERDALE,,,49,NORWAY MAPLE,15.6,4.5,70,WANT,NORTH PARKWAY,,,
1715,W,CATALPA,,,74,HONEY LOCUST,23.6,3.0,71,WANT,SOUTH PARKWAY,,,
1750,W,SUMMERDALE,,,74,HONEY LOCUST,23.6,3.0,71,WANT,NORTH PARKWAY-1E MIDDLE,,,
1750,W,SUMMERDALE,,,74,HONEY LOCUST,23.6,3.0,71,WANT,NORTH PARKWAY-2E,,,
5234,N,ASHLAND,,,49.5,NORWAY MAPLE,15.8,4.5,71,WANT,WEST PARKWAY,,,
1705,W,FARRAGUT,,,49.5,NORWAY MAPLE,15.8,4.5,71,WANT,SOUTH PARKWAY,,,
1751,W,SUMMERDALE,,,49.5,NORWAY MAPLE,15.8,4.5,71,WANT,SOUTH PARKWAY,,,
5235,N,ASHLAND,,,75,KY COFFEETREE,23.9,3.0,72,WANT,ANDERSONVILLE PLAYLOT PARK,,,
5354,N,ASHLAND,,,75,HONEY LOCUST,23.9,3.0,72,WANT,WEST PARKWAY,,,
1729,W,BALMORAL,,,45,WHITE ASH,14.3,5.0,72,WANT,SOUTH PARKWAY,,,
1646,W,FARRAGUT,,,50,RED MAPLE,15.9,4.5,72,WANT,NORTH PARKWAY,,,
1727,W,GREGORY,,,50,NORWAY MAPLE,15.9,4.5,72,WANT,SOUTH PARKWAY,,,
1750,W,SUMMERDALE,,,75,HONEY LOCUST,23.9,3.0,72,WANT,NORTH PARKWAY @ NE CORNER RAVENSWOOD,,,
1633,W,BERWYN,,,50.5,RED MAPLE,16.1,4.5,72,WANT,SOUTH PARKWAY,,,
1747,W,FARRAGUT,,,50.5,MAPLE,16.1,4.5,72,WANT,SOUTH PARKWAY,,,
5304,N,PAULINA,,,50.5,NORWAY MAPLE,16.1,4.5,72,WANT,WEST PARKWAY,,,
1726,W,BALMORAL,,,114,CATALPA,36.3,2.0,73,WANT,NORTH PARKWAY,,,
1725,W,CATALPA,,,76,HONEY LOCUST,24.2,3.0,73,WANT,SOUTH PARKWAY,,,
1647,W,RASCHER,,,76,HONEY LOCUST,24.2,3.0,73,WANT,SOUTH PARKWAY @ CORNER,,,
5547,N,RAVENSWOOD,,,57,AMERICAN OR SLIPPERY ELM,18.2,4.0,73,WANT,ON BRYN MAWR SOUTH PARKWAY; 1E,,,
5443,N,PAULINA,,,76.3,HONEY LOCUST,24.3,3.0,73,WANT,EAST PARKWAY,,,
1636,W,BERWYN,,,76.5,SILVER MAPLE,24.4,3.0,73,WANT,NORTH PARKWAY,,,
1750,W,RASCHER,,,51,NORWAY MAPLE,16.2,4.5,73,WANT,NORTH PARKWAY,,,
1602,W,SUMMERDALE,,,51,NORWAY MAPLE,16.2,4.5,73,WANT,NORTH PARKWAY,,,
1736,W,SUMMERDALE,,,76.5,HONEY LOCUST,24.4,3.0,73,WANT,NORTH PARKWAY,,,
5235,N,RAVENSWOOD,,,57.5,GREEN ASH,18.3,4.0,73,WANT,ON FARRAGUT NORTH PARKWAY-1 E,,,
5235,N,ASHLAND,,,77,KY COFFEETREE,24.5,3.0,74,WANT,ANDERSONVILLE PLAYLOT PARK,,,
1728,W,CATALPA,,,77,HONEY LOCUST,24.5,3.0,74,WANT,NORTH PARKWAY,,,
1721,W,BERWYN,,,51.5,NORWAY MAPLE,16.4,4.5,74,WANT,SOUTH PARKWAY,,,
1631,W,BERWYN,,,52,RED MAPLE,16.6,4.5,75,WANT,SOUTH PARKWAY,,,
1631,W,RASCHER,,,52,NORWAY MAPLE,16.6,4.5,75,WANT,SOUTH PARKWAY,,,
5520,N,PAULINA,,,52.3,NORWAY MAPLE,16.6,4.5,75,WANT,WEST PARKWAY-1S,,,
1724,W,BALMORAL,,,78.5,HONEY LOCUST,25,3.0,75,WANT,NORTH PARKWAY,,,
5507,N,PAULINA,,,78.5,HONEY LOCUST,25,3.0,75,WANT,EAST PARKWAY,,,
5547,N,ASHLAND,,,78.6,SILVER MAPLE,25,3.0,75,WANT,MELLIN PLAYLOT PARK,,,
5312,N,PAULINA,,,52.5,NORWAY MAPLE,16.7,4.5,75,WANT,WEST PARKWAY,,,
1640,W,SUMMERDALE,,,52.5,RED MAPLE,16.7,4.5,75,WANT,NORTH PARKWAY,,,
1637,W,BERWYN,,,79,SILVER MAPLE,25.2,3.0,76,WANT,SOUTH PARKWAY,,,
5510,N,PAULINA,,,79,HONEY LOCUST,25.2,3.0,76,WANT,WEST PARKWAY,,,
1730,W,GREGORY,,,59.5,SYCAMORE,18.9,4.0,76,WANT,NORTH PARKWAY,,,
1604,W,FARRAGUT,,,53,RED MAPLE,16.9,4.5,76,WANT,NORTH PARKWAY,,,
1725,W,FARRAGUT,,,53,NORWAY MAPLE,16.9,4.5,76,WANT,SOUTH PARKWAY,,,
5356,N,PAULINA,,,53,NORWAY MAPLE,16.9,4.5,76,WANT,ON BALMORAL SOUTH PARKWAY,,,
5434,N,PAULINA,,,53,NORWAY MAPLE,16.9,4.5,76,WANT,ON RASCHER NORTH PARKWAY @ CORNER,,,
1640,W,FARRAGUT,,,53.3,RED MAPLE,17,4.5,77,WANT,NORTH PARKWAY,,,
5304,N,PAULINA,,,53.3,NORWAY MAPLE,17,4.5,77,WANT,WEST PARKWAY,,,
1604,W,BERWYN,,,40,CRABAPPLE,12.7,6.0,76,WANT,NORTH PARKWAY,,,
1730,W,CATALPA,,,80,HONEY LOCUST,25.5,3.0,77,WANT,NORTH PARKWAY,,,
1705,W,FARRAGUT,,,80,BASSWOOD/LINDEN,25.5,3.0,77,WANT,SOUTH PARKWAY,,,
1739,W,SUMMERDALE,,,80,HONEY LOCUST,25.5,3.0,77,WANT,SOUTH PARKWAY,,,
1722,W,CATALPA,,,81,HONEY LOCUST,25.8,3.0,77,WANT,NORTH PARKWAY,,,
1751,W,CATALPA,,,54,NORWAY MAPLE,17.2,4.5,77,WANT,SOUTH PARKWAY MIDDLE TREE,,,
5434,N,PAULINA,,,54,NORWAY MAPLE,17.2,4.5,77,WANT,ON RASCHER NORTH PARKWAY 1 E MIDDLE,,,
